SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
1492911,403188,Consumer loans,7648.74,76496.4,68845.5,7650.9,76496.4,THURSDAY,13,Y,1,0.10892702972118472,NA,NA,XAP,Approved,-2206,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Stone,271,Consumer electronics,10,low_normal,POS household without interest,365243,-2168,-1898,-1898,-1895,0
2412514,324379,Consumer loans,6744.825,67455,60709.5,6745.5,67455,TUESDAY,14,Y,1,0.1089090909090909,NA,NA,XAP,Approved,-2682,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,1360,Consumer electronics,10,low_normal,POS household without interest,365243,-2630,-2360,-2360,-2355,0
1971114,373923,Cash loans,NA,0,0,NA,NA,TUESDAY,12,Y,1,NA,NA,NA,XNA,Canceled,-287,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
1527167,212547,Revolving loans,NA,0,0,NA,NA,THURSDAY,12,Y,1,NA,NA,NA,XAP,Canceled,-213,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Card Street,NA,NA,NA,NA,NA,NA
1221840,335252,Revolving loans,NA,0,0,NA,NA,MONDAY,4,Y,1,NA,NA,NA,XAP,Canceled,-112,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Card Street,NA,NA,NA,NA,NA,NA
1224396,250867,Cash loans,NA,0,0,NA,NA,FRIDAY,13,Y,1,NA,NA,NA,XNA,Canceled,-503,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
2569771,395394,Consumer loans,11847.375,105156,116262,0,105156,MONDAY,16,Y,1,0,NA,NA,XAP,Refused,-197,Cash through the bank,SCO,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,3268,Consumer electronics,12,middle,POS household with interest,NA,NA,NA,NA,NA,NA
1820462,186808,Cash loans,34206.345,585000,660609,NA,585000,SATURDAY,19,Y,1,NA,NA,NA,Other,Approved,-230,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),4,XNA,24,low_normal,Cash Street: low,365243,-199,491,-169,-162,0
2259161,174803,Consumer loans,1826.505,16798.5,18823.5,0,16798.5,SUNDAY,16,Y,1,0,NA,NA,XAP,Approved,-1105,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Stone,145,Consumer electronics,12,low_action,POS household without interest,365243,-1074,-744,-924,-916,0
2628455,415785,Consumer loans,5582.25,47249.55,46728,4729.05,47249.55,MONDAY,14,Y,1,0.10009056802977168,NA,NA,XAP,Approved,-221,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Stone,149,Consumer electronics,10,middle,POS household with interest,365243,-190,80,365243,365243,0
2654574,420456,Cash loans,5228.1,166500,166500,NA,166500,WEDNESDAY,14,Y,1,NA,NA,NA,XNA,Refused,-84,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,48,low_normal,Cash X-Sell: low,NA,NA,NA,NA,NA,NA
1025554,340871,Cash loans,70710.165,720000,744709.5,NA,720000,MONDAY,14,Y,1,NA,NA,NA,XNA,Approved,-542,Cash through the bank,XAP,NA,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,low_normal,Cash X-Sell: low,365243,-512,-182,-302,-298,1
1470254,307239,Consumer loans,7563.69,44820,37593,9000,44820,WEDNESDAY,9,Y,1,0.21037104676277932,NA,NA,XAP,Approved,-2029,XNA,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Stone,140,Consumer electronics,6,high,POS household with interest,365243,-1996,-1846,-1846,-1843,0
1437366,422530,Consumer loans,2811.51,26055,21028.5,9000,26055,FRIDAY,15,Y,1,0.32641717640968354,NA,NA,XAP,Approved,-1893,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Country-wide,3230,Consumer electronics,10,high,POS household with interest,365243,-1862,-1592,-1592,-1590,0
2623199,382872,Revolving loans,22500,0,450000,NA,NA,MONDAY,17,Y,1,NA,NA,NA,XAP,Approved,-1540,XNA,XAP,NA,Repeater,XNA,Cards,x-sell,Credit and cash offices,0,XNA,0,XNA,Card X-Sell,-1537,-1510,365243,365243,365243,0
1765648,281660,Consumer loans,4517.55,30510,22576.5,9000,30510,TUESDAY,19,Y,1,0.31041496625079346,NA,NA,XAP,Approved,-2306,Cash through the bank,XAP,Unaccompanied,New,Audio/Video,POS,XNA,Country-wide,2300,Consumer electronics,6,high,POS household with interest,365243,-2275,-2125,-2125,-2119,1
2450907,105731,Cash loans,23494.275,225000,239850,0,225000,FRIDAY,14,Y,1,0,NA,NA,XNA,Approved,-1590,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,low_normal,Cash X-Sell: low,365243,-1560,-1230,-1320,-1315,1
2507379,380677,Cash loans,NA,0,0,NA,NA,FRIDAY,6,Y,1,NA,NA,NA,XNA,Canceled,-39,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
1409831,194826,Consumer loans,10398.06,113839.2,102454.2,11385,113839.2,MONDAY,17,Y,1,0.10891942318638916,0.14244021307945146,0.6379492600422833,XAP,Approved,-529,Cash through the bank,XAP,NA,Repeater,Mobile,POS,XNA,Country-wide,30,Connectivity,12,middle,POS mobile with interest,365243,-490,-160,-400,-397,0
2810743,218670,Cash loans,NA,0,0,NA,NA,TUESDAY,17,Y,1,NA,NA,NA,XNA,Canceled,-170,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
1850361,376893,Consumer loans,11285.865,112873.5,101583,11290.5,112873.5,TUESDAY,10,Y,1,0.10893948454766536,NA,NA,XAP,Approved,-1506,Cash through the bank,XAP,Children,Repeater,Computers,POS,XNA,Country-wide,31,Consumer electronics,10,low_normal,POS household with interest,365243,-1475,-1205,-1205,-1200,0
1223757,371623,Revolving loans,11250,0,585000,NA,225000,TUESDAY,10,N,0,NA,NA,NA,XAP,Refused,-577,XNA,HC,NA,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,NA,NA,NA,NA,NA,NA
1267640,450631,Consumer loans,5995.89,55116,53968.5,5512.5,55116,THURSDAY,16,Y,1,0.1009333003204996,NA,NA,XAP,Approved,-826,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Stone,200,Consumer electronics,10,low_normal,POS household with interest,365243,-795,-525,-675,-668,0
2707121,243636,Cash loans,37822.005,1129500,1293502.5,NA,1129500,MONDAY,7,Y,1,NA,NA,NA,XNA,Approved,-673,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60,low_normal,Cash X-Sell: low,365243,-643,1127,-163,-156,1
1569722,210629,Consumer loans,4095.99,34371,19602,15750,34371,WEDNESDAY,13,Y,1,0.4852110720236992,NA,NA,XAP,Approved,-1052,Cash through the bank,XAP,"Spouse, partner",New,Mobile,POS,XNA,Country-wide,42,Connectivity,6,high,POS mobile with interest,365243,-1018,-868,-868,-866,0
1317875,163966,Cash loans,32580.765,337500,481608,NA,337500,SATURDAY,11,Y,1,NA,NA,NA,Other,Refused,-371,Cash through the bank,HC,NA,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36,high,Cash Street: high,NA,NA,NA,NA,NA,NA
1930842,394230,Consumer loans,19763.595,297598.5,294349.5,29763,297598.5,SUNDAY,12,Y,1,0.10001037518538385,NA,NA,XAP,Approved,-919,Cash through the bank,XAP,"Spouse, partner",Refreshed,Furniture,POS,XNA,Regional / Local,555,Furniture,18,low_normal,POS industry with interest,365243,-888,-378,-378,-373,0
2768492,227392,Consumer loans,5335.56,28017.36,26167.5,3082.86,28017.36,MONDAY,17,Y,1,0.11478541802562432,NA,NA,XAP,Approved,-1320,Cash through the bank,XAP,NA,New,Mobile,POS,XNA,Stone,20,Connectivity,6,high,POS mobile with interest,365243,-1286,-1136,-1166,-1160,0
1407851,102659,Revolving loans,2250,45000,45000,NA,45000,SATURDAY,15,Y,1,NA,NA,NA,XAP,Refused,-196,XNA,SCOFR,Unaccompanied,Refreshed,XNA,Cards,walk-in,Stone,200,Consumer electronics,0,XNA,Card Street,NA,NA,NA,NA,NA,NA
2374718,290631,Cash loans,NA,0,0,NA,NA,SATURDAY,8,Y,1,NA,NA,NA,XNA,Canceled,-321,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
1155750,256252,Consumer loans,11399.715,117135,129955.5,0,117135,TUESDAY,12,Y,1,0,NA,NA,XAP,Approved,-360,Cash through the bank,XAP,NA,New,Computers,POS,XNA,Country-wide,2178,Consumer electronics,12,low_action,POS household without interest,365243,-329,1,365243,365243,0
1328037,356570,Consumer loans,16184.385,161860.5,145674,16186.5,161860.5,MONDAY,13,Y,1,0.10891211876893986,NA,NA,XAP,Approved,-2908,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Country-wide,1250,Consumer electronics,10,low_normal,POS household without interest,365243,-2877,-2607,-2607,-2601,0
2170408,289714,Cash loans,34110,1125000,1125000,NA,1125000,MONDAY,12,Y,1,NA,NA,NA,Other,Refused,-241,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48,low_action,Cash Street: low,NA,NA,NA,NA,NA,NA
1486958,282882,Consumer loans,2404.755,26253,26253,0,26253,SUNDAY,15,Y,1,0,NA,NA,XAP,Approved,-1328,Cash through the bank,XAP,"Spouse, partner",Repeater,Furniture,POS,XNA,Regional / Local,50,Furniture,12,low_action,POS industry without interest,365243,-1297,-967,-1117,-1111,0
1634930,390885,Revolving loans,7875,0,157500,NA,NA,FRIDAY,15,Y,1,NA,NA,NA,XAP,Approved,-958,XNA,XAP,NA,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0,XNA,Card X-Sell,-784,-732,365243,365243,365243,0
1788649,438684,Revolving loans,NA,0,0,NA,NA,WEDNESDAY,7,Y,1,NA,NA,NA,XAP,Refused,-341,XNA,HC,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Card Street,NA,NA,NA,NA,NA,NA
2586439,166570,Cash loans,18798.75,225000,225000,NA,225000,MONDAY,12,Y,1,NA,NA,NA,XNA,Refused,-1562,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18,high,Cash X-Sell: high,NA,NA,NA,NA,NA,NA
1957094,390000,Consumer loans,2826.855,17955,14364,3591,17955,SATURDAY,11,Y,1,0.2178181818181818,NA,NA,XAP,Refused,-2245,XNA,LIMIT,NA,Repeater,Photo / Cinema Equipment,POS,XNA,Country-wide,50,Connectivity,6,high,POS mobile with interest,NA,NA,NA,NA,NA,NA
1970916,350106,Cash loans,28278.675,135000,139455,NA,135000,FRIDAY,12,Y,1,NA,NA,NA,XNA,Refused,-1093,Cash through the bank,HC,Family,Repeater,XNA,Cash,walk-in,Country-wide,28,Connectivity,6,high,Cash Street: high,NA,NA,NA,NA,NA,NA
1096162,399085,Consumer loans,10788.39,78120,78120,0,78120,SATURDAY,13,Y,1,0,NA,NA,XAP,Approved,-1957,Cash through the bank,XAP,Unaccompanied,New,Clothing and Accessories,POS,XNA,Stone,2,Clothing,10,high,POS industry with interest,365243,-1924,-1654,-1654,-1648,0
2502928,353829,Consumer loans,6653.025,59355,59355,0,59355,WEDNESDAY,16,Y,1,0,NA,NA,XAP,Approved,-163,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Regional / Local,1500,Consumer electronics,10,low_normal,POS household without interest,365243,-133,137,365243,365243,0
2168442,351484,Consumer loans,15803.145,127899,140562,0,127899,SUNDAY,15,Y,1,0,NA,NA,XAP,Approved,-2083,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Country-wide,765,Consumer electronics,12,high,POS household with interest,365243,-2052,-1722,-1722,-1712,0
2079595,420222,Revolving loans,11250,225000,225000,NA,225000,TUESDAY,14,Y,1,NA,NA,NA,XAP,Approved,-637,XNA,XAP,NA,Repeater,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0,XNA,Card Street,-636,-595,365243,-200,365243,0
1761729,244396,Consumer loans,17909.46,104985,89235,15750,104985,SATURDAY,17,Y,1,0.16338697736040209,NA,NA,XAP,Approved,-2492,XNA,XAP,NA,New,Mobile,POS,XNA,Country-wide,33,Connectivity,6,low_normal,POS mobile with interest,365243,-2401,-2251,-2311,-2302,0
2805880,356076,Cash loans,16175.745,229500,303826.5,NA,229500,MONDAY,6,Y,1,NA,NA,NA,XNA,Approved,-438,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,30,middle,Cash X-Sell: middle,365243,-408,462,-228,-222,1
1125096,146595,Revolving loans,2250,45000,45000,NA,45000,SATURDAY,9,Y,1,NA,NA,NA,XAP,Approved,-269,XNA,XAP,Family,Refreshed,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,-227,-194,365243,365243,365243,0
1181796,374892,Cash loans,34428.015,450000,491580,NA,450000,TUESDAY,17,Y,1,NA,NA,NA,XNA,Approved,-735,Cash through the bank,XAP,NA,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,high,Cash X-Sell: high,365243,-705,-15,-645,-613,1
1736819,218440,Consumer loans,12915.99,123930,111537,12393,123930,MONDAY,17,Y,1,0.1089090909090909,NA,NA,XAP,Approved,-2352,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Stone,50,Consumer electronics,10,middle,POS household with interest,365243,-2320,-2050,-2050,-2045,0
2471792,444784,Consumer loans,5273.1,117049.5,117049.5,0,117049.5,SATURDAY,11,Y,1,0,NA,NA,XAP,Approved,-388,Cash through the bank,XAP,NA,New,Consumer Electronics,POS,XNA,Regional / Local,30,Consumer electronics,24,low_action,POS household without interest,365243,-357,333,365243,365243,0
1044344,119971,Consumer loans,11228.31,54670.5,57375,0,54670.5,TUESDAY,11,Y,1,0,NA,NA,XAP,Approved,-1217,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Country-wide,1750,Consumer electronics,6,high,POS household with interest,365243,-1186,-1036,-1036,-1030,0
1905900,189493,Consumer loans,8783.325,41094,30829.5,11250,41094,SATURDAY,14,Y,1,0.29116963669417945,NA,NA,XAP,Approved,-2890,Cash through the bank,XAP,"Spouse, partner",Repeater,Mobile,POS,XNA,Country-wide,25,Connectivity,4,low_normal,POS mobile with interest,365243,-2859,-2769,-2769,-2679,1
2337110,133847,Consumer loans,10790.325,104355,104355,0,104355,SUNDAY,8,Y,1,0,NA,NA,XAP,Refused,-431,Cash through the bank,HC,Unaccompanied,Repeater,Computers,POS,XNA,Regional / Local,290,Consumer electronics,12,middle,POS household with interest,NA,NA,NA,NA,NA,NA
2664066,141300,Cash loans,NA,0,0,NA,NA,TUESDAY,10,Y,1,NA,NA,NA,XNA,Canceled,-279,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
1031894,145831,Consumer loans,5706.495,55705.5,56299.5,5580,55705.5,THURSDAY,18,Y,1,0.09820905587031686,NA,NA,XAP,Approved,-811,Cash through the bank,XAP,NA,Repeater,Mobile,POS,XNA,Country-wide,50,Connectivity,14,high,POS mobile with interest,365243,-773,-383,-383,-381,0
1759309,400504,Cash loans,22680.045,225000,247275,NA,225000,FRIDAY,14,Y,1,NA,NA,NA,XNA,Refused,-941,Cash through the bank,XNA,Unaccompanied,Repeater,XNA,Cash,walk-in,Country-wide,15,Connectivity,18,high,Cash Street: high,NA,NA,NA,NA,NA,NA
2732045,157126,Consumer loans,NA,89491.5,89491.5,0,89491.5,TUESDAY,13,Y,1,0,NA,NA,XAP,Refused,-16,Cash through the bank,LIMIT,NA,Repeater,Mobile,XNA,XNA,Country-wide,30,Connectivity,NA,XNA,POS mobile with interest,NA,NA,NA,NA,NA,NA
2100336,271808,Consumer loans,13829.535,135090,133618.5,13509,135090,TUESDAY,7,Y,1,0.09999849851937324,NA,NA,XAP,Approved,-2155,Cash through the bank,XAP,Unaccompanied,New,Clothing and Accessories,POS,XNA,Stone,250,Industry,12,middle,POS industry with interest,365243,-2124,-1794,-1794,-1786,0
1707026,380456,Consumer loans,19944.45,233618.04,186921,46697.04,233618.04,SATURDAY,11,Y,1,0.21769432594098692,NA,NA,XAP,Refused,-1220,Cash through the bank,LIMIT,"Spouse, partner",Refreshed,Construction Materials,POS,XNA,Country-wide,1296,Construction,12,middle,POS industry with interest,NA,NA,NA,NA,NA,NA
1899166,431799,Cash loans,48613.14,765000,843763.5,NA,765000,FRIDAY,9,Y,1,NA,NA,NA,XNA,Approved,-389,Cash through the bank,XAP,NA,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,high,Cash X-Sell: high,365243,-359,691,-149,-142,1
1914107,437937,Consumer loans,13348.8,270000,216000,54000,270000,SATURDAY,5,Y,1,0.2178181818181818,NA,NA,XAP,Refused,-2018,Cash through the bank,LIMIT,Unaccompanied,Repeater,Construction Materials,POS,XNA,Stone,10,Construction,24,middle,POS industry with interest,NA,NA,NA,NA,NA,NA
1393764,384799,Consumer loans,9145.26,60300,65277,0,60300,FRIDAY,12,Y,1,0,NA,NA,XAP,Approved,-1918,Cash through the bank,XAP,Family,New,Furniture,POS,XNA,Country-wide,998,Furniture,10,high,POS other with interest,365243,-1887,-1617,-1617,-1580,0
1585975,180005,Cash loans,18867.78,157500,188829,NA,157500,WEDNESDAY,13,Y,1,NA,NA,NA,XNA,Approved,-1233,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,middle,Cash X-Sell: middle,365243,-1203,-873,-873,-865,1
1101243,425348,Consumer loans,21182.22,118035,111838.5,11803.5,118035,MONDAY,15,Y,1,0.10397020871107344,NA,NA,XAP,Approved,-836,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Stone,79,Consumer electronics,6,middle,POS household with interest,365243,-791,-641,-641,-632,0
1692320,206944,Consumer loans,7766.73,85032,76527,8505,85032,FRIDAY,21,Y,1,0.10893214533138328,NA,NA,XAP,Approved,-831,Cash through the bank,XAP,NA,New,Mobile,POS,XNA,Country-wide,90,Connectivity,12,middle,POS mobile with interest,365243,-799,-469,-709,-703,0
2789690,309158,Cash loans,14651.955,112500,136044,NA,112500,THURSDAY,12,Y,1,NA,NA,NA,XNA,Approved,-739,Cash through the bank,XAP,NA,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,middle,Cash X-Sell: middle,365243,-709,-379,-379,-372,1
1359295,255452,Consumer loans,4208.535,37260,33534,3726,37260,TUESDAY,15,Y,1,0.1089090909090909,NA,NA,XAP,Approved,-2486,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Stone,15,Connectivity,10,high,POS mobile with interest,365243,-2452,-2182,-2182,-2173,0
1941478,447156,Cash loans,10380.69,90000,95940,0,90000,SATURDAY,10,Y,1,0,NA,NA,XNA,Approved,-2858,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Country-wide,5,Connectivity,12,high,Cash Street: high,365243,-2828,-2498,-2498,-2493,1
2342076,355175,Cash loans,13013.955,67500,69727.5,NA,67500,WEDNESDAY,15,Y,1,NA,NA,NA,XNA,Approved,-630,Cash through the bank,XAP,NA,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,6,middle,Cash X-Sell: middle,365243,-600,-450,-450,-444,1
1764813,123094,Cash loans,18610.065,333000,363771,NA,333000,TUESDAY,9,Y,1,NA,NA,NA,XNA,Approved,-491,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,low_action,Cash X-Sell: low,365243,-461,229,-251,-248,1
2031118,240725,Consumer loans,43577.505,435744,392166,43578,435744,FRIDAY,14,Y,1,0.108918088685934,NA,NA,XAP,Approved,-479,Cash through the bank,XAP,Unaccompanied,Repeater,Furniture,POS,XNA,Country-wide,100,Furniture,10,low_normal,POS industry with interest,365243,-447,-177,-177,-169,0
2608199,149097,Cash loans,NA,0,0,NA,NA,TUESDAY,15,Y,1,NA,NA,NA,XNA,Canceled,-204,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
1259723,127502,Consumer loans,14696.865,157455,157455,0,157455,SATURDAY,13,Y,1,0,NA,NA,XAP,Approved,-718,Cash through the bank,XAP,NA,Repeater,Gardening,POS,XNA,Country-wide,1000,Construction,12,low_normal,POS industry with interest,365243,-687,-357,-417,-409,0
2379158,333146,Consumer loans,8499.06,188658,188658,0,188658,SUNDAY,12,Y,1,0,NA,NA,XAP,Approved,-460,Cash through the bank,XAP,"Spouse, partner",Repeater,Consumer Electronics,POS,XNA,Country-wide,984,Consumer electronics,24,low_action,POS household without interest,365243,-428,262,365243,365243,0
1574842,329036,Consumer loans,7242.345,38205,36085.5,3820.5,38205,THURSDAY,17,Y,1,0.1042668224873908,NA,NA,XAP,Approved,-2916,XNA,XAP,Unaccompanied,New,Audio/Video,POS,XNA,Country-wide,40,Connectivity,6,low_normal,POS mobile with interest,365243,-2885,-2735,-2735,-2731,1
2320355,252041,Cash loans,22469.265,540000,625536,NA,540000,SUNDAY,7,Y,1,NA,NA,NA,XNA,Approved,-1112,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48,low_normal,Cash X-Sell: low,365243,-1082,328,-722,-713,1
1190693,343167,Consumer loans,9103.5,57105,45000,12105,57105,THURSDAY,11,Y,1,0.2308632423526041,NA,NA,XAP,Approved,-1993,XNA,XAP,NA,New,Mobile,POS,XNA,Country-wide,15,Connectivity,6,high,POS mobile with interest,365243,-1940,-1790,-1820,-1815,0
1620373,415783,Consumer loans,17133.57,109710,91525.5,22500,109710,SATURDAY,10,Y,1,0.21490408246002388,NA,NA,XAP,Approved,-1432,XNA,XAP,NA,New,Computers,POS,XNA,Stone,46,Consumer electronics,6,middle,POS household with interest,365243,-1399,-1249,-1279,-1277,0
1244208,278366,Cash loans,17224.2,157500,157500,0,157500,MONDAY,10,Y,1,0,NA,NA,XNA,Approved,-2370,Cash through the bank,XAP,NA,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,12,high,Cash Street: high,365243,-2340,-2010,-2010,-2007,0
2395422,225874,Consumer loans,10595.565,55395,58320,0,55395,TUESDAY,13,Y,1,0,NA,NA,XAP,Approved,-891,Cash through the bank,XAP,Unaccompanied,New,Clothing and Accessories,POS,XNA,Stone,170,Clothing,6,middle,POS industry with interest,365243,-848,-698,-698,-690,0
1615158,175435,Revolving loans,33750,675000,675000,NA,675000,WEDNESDAY,12,Y,1,NA,NA,NA,XAP,Refused,-503,XNA,HC,Family,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),5,XNA,0,XNA,Card X-Sell,NA,NA,NA,NA,NA,NA
1444987,115579,Consumer loans,9408.06,81166.5,82291.5,0,81166.5,SATURDAY,15,Y,1,0,NA,NA,XAP,Approved,-49,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Country-wide,621,Consumer electronics,12,high,POS household with interest,365243,-19,311,365243,365243,1
1565678,204458,Cash loans,22481.91,310500,343287,NA,310500,FRIDAY,10,Y,1,NA,NA,NA,XNA,Approved,-201,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,middle,Cash X-Sell: middle,365243,-171,519,-51,-45,1
2145887,213093,Revolving loans,11250,225000,225000,NA,225000,TUESDAY,9,Y,1,NA,NA,NA,XAP,Refused,-754,XNA,HC,NA,Repeater,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0,XNA,Card Street,NA,NA,NA,NA,NA,NA
2322355,399537,Cash loans,12311.325,135000,148365,NA,135000,FRIDAY,12,Y,1,NA,NA,NA,XNA,Approved,-545,Cash through the bank,XAP,NA,Repeater,XNA,Cash,x-sell,Country-wide,60,Connectivity,18,high,Cash X-Sell: high,365243,-515,-5,-455,-452,1
1189457,230191,Consumer loans,5845.23,31455,31455,0,31455,SATURDAY,15,Y,1,0,NA,NA,XAP,Approved,-499,Cash through the bank,XAP,NA,Refreshed,Audio/Video,POS,XNA,Regional / Local,5,Consumer electronics,6,middle,POS household with interest,365243,-468,-318,-468,-463,0
1325504,396043,Cash loans,NA,0,0,NA,NA,FRIDAY,16,Y,1,NA,NA,NA,XNA,Canceled,-186,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
2310074,365244,Cash loans,27609.3,765000,765000,NA,765000,WEDNESDAY,16,Y,1,NA,NA,NA,XNA,Approved,-1257,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48,low_normal,Cash Street: low,365243,-1225,185,-805,-798,0
1446210,250630,Revolving loans,5625,0,112500,NA,NA,THURSDAY,9,Y,1,NA,NA,NA,XAP,Approved,-2375,XNA,XAP,NA,Repeater,XNA,Cards,x-sell,Country-wide,61,Connectivity,0,XNA,Card X-Sell,-2369,-2335,365243,-1362,365243,0
2319982,383677,Revolving loans,2250,45000,45000,NA,45000,FRIDAY,18,Y,1,NA,NA,NA,XAP,Approved,-309,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0,XNA,Card Street,-285,-265,365243,-22,-25,0
1274600,346439,Revolving loans,NA,0,0,NA,NA,MONDAY,9,Y,1,NA,NA,NA,XAP,Canceled,-411,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Card Street,NA,NA,NA,NA,NA,NA
1511773,240139,Cash loans,NA,0,0,NA,NA,TUESDAY,10,Y,1,NA,NA,NA,XNA,Canceled,-14,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
